PassengerId,Survived,Pclass,Sex,SibSp,Parch,Age,Boarded,Destination,Class
842,0,2,male,0,0,16,Southampton,New York City,2
843,1,1,female,0,0,30,Southampton,"Bryn Mawr, Pennsylvania, US",1
844,0,3,male,0,0,30,Cherbourg,"Stamford, Connecticut US",3
845,0,3,male,0,0,17,Southampton,"Hammond, Indiana, US",3
846,0,3,male,0,0,40,Southampton,"Cincinnati, Ohio, US",3
847,0,3,male,8,2,18,Southampton,"Jacksonville, Florida, US",3
848,0,3,male,0,0,35,Southampton,"Chicago, Illinois, US",3
849,0,2,male,0,1,39,Southampton,"Chicago, Illinois, US",2
850,1,1,female,1,0,40,Cherbourg,"New York, New York, US",1
851,0,3,male,4,2,4,Southampton,"Winnipeg, Manitoba, Canada",3
852,0,3,male,0,0,74,Southampton,"Effington Rut, South Dakota, US",3
853,0,3,female,1,1,7,Cherbourg,"Kent, British Columbia, Canada",3
854,1,1,female,0,1,16,Cherbourg,"Hanover, New Hampshire, US",1
855,0,2,female,1,0,45,Southampton,New York City,2
856,1,3,female,0,1,18,Southampton,"Norfolk, Virginia, US",3
857,1,1,female,1,1,45,Southampton,"Youngstown, Ohio, US",1
858,1,1,male,0,0,51,Southampton,"Lima, Peru",1
859,1,3,female,0,3,24,Cherbourg,"Brooklyn, New York, US",3
860,0,3,male,0,0,30,Cherbourg,New York City,3
861,0,3,male,2,0,41,Southampton,"Racine, Wisconsin, US",3
862,0,2,male,1,0,20,Southampton,"Camden, New Jersey, US",2
863,1,1,female,0,0,46,Southampton,"New York, New York, US",1
864,0,3,female,8,2,14,Southampton,"Jacksonville, Florida, US",3
865,0,2,male,0,0,24,Southampton,New York City,2
866,1,2,female,0,0,42,Southampton,New York City,2
867,1,2,female,1,0,27,Cherbourg,"Havana, Cuba",2
868,0,1,male,0,0,31,Southampton,"Trenton, New Jersey, US",1
869,0,3,male,0,0,23,Southampton,"Detroit, Michigan, US",3
870,1,3,male,1,1,4,Southampton,"St. Charles, Illinois, US",3
871,0,3,male,0,0,26,Southampton,"Harrisburg, Pennsylvania, US",3
872,1,1,female,1,1,46,Southampton,"New York, New York, US",1
873,0,1,male,0,0,33,Southampton,"New York, New York, US",1
874,0,3,male,0,0,46,Southampton,"Detroit, Michigan, US",3
875,1,2,female,1,0,28,Cherbourg,"New York, New York, US",2
876,1,3,female,0,0,15,Cherbourg,"Brooklyn, New York, US",3
877,0,3,male,0,0,19,Southampton,"Waukegan, Illinois, US",3
878,0,3,male,0,0,19,Southampton,"Chicago, Illinois, US",3
879,0,3,male,0,0,23,Southampton,"Chicago, Illinois, US",3
880,1,1,female,0,1,56,Cherbourg,"Philadelphia, Pennsylvania, US",1
881,1,2,female,0,1,25,Southampton,"Deer Lodge, Montana, US",2
882,0,3,male,0,0,33,Cherbourg,New York City,3
883,0,3,female,0,0,22,Southampton,"Chicago, Illinois, US",3
884,0,2,male,0,0,28,Southampton,"Houghton, Michigan, US",2
885,0,3,male,0,0,25,Southampton,"Buffalo, New York, US",3
886,0,3,female,0,5,39,Queenstown,"Spokane, Washington, US",3
887,0,2,male,0,0,27,Southampton,"Worcester, Massachusetts, US",2
888,1,1,female,0,0,19,Southampton,"Greenwich, Connecticut, US",1
889,0,3,female,1,2,7,Southampton,"New London, Connecticut, US",3
890,1,1,male,0,0,26,Cherbourg,"New York, New York, US",1
891,0,3,male,0,0,43,Queenstown,New York City,3
