,PassengerId,Survived,Pclass,Sex,SibSp,Parch,Age,Boarded,Destination,Class
747,753,0,3,male,0,0,35.0,Southampton,New York City,3
748,754,0,3,male,0,0,23.0,Southampton,"Chicago, Illinois, US",3
749,755,1,2,female,1,2,48.0,Southampton,"Bernardsville, New Jersey, US",2
750,756,1,2,male,1,1,1.0,Southampton,"Detroit, Michigan, US",2
751,757,0,3,male,0,0,24.0,Southampton,"Tower, Minnesota, US",3
752,758,0,2,male,0,0,18.0,Southampton,"Akron, Ohio, US",2
753,759,0,3,male,0,0,34.0,Southampton,"Detroit, Michigan, US",3
754,760,1,1,female,0,0,34.0,Southampton,"Vancouver, British Columbia, Canada",1
755,761,0,3,male,0,0,21.0,Southampton,"Kitchener, Ontario, Canada",3
756,762,0,3,male,0,0,41.0,Southampton,"Sudbury, Ontario, Canada",3
757,763,1,3,male,0,0,27.0,Cherbourg,"Wilkes-Barre, Pennsylvania, US",3
758,764,1,1,female,1,2,36.0,Southampton,"Bryn Mawr, Pennsylvania, US",1
759,765,0,3,male,0,0,16.0,Southampton,"Jerome Junction, Arizona, US",3
760,766,1,1,female,1,0,51.0,Cherbourg,"Hudson, New York, US",1
761,767,0,1,male,0,0,45.0,Cherbourg,"Philadelphia, Pennsylvania, US",1
762,768,0,3,female,0,0,32.0,Queenstown,"Chicago, Illinois, US",3
763,769,0,3,male,1,0,27.0,Queenstown,"Brooklyn, New York, US",3
764,770,0,3,male,0,0,32.0,Southampton,"Portland, North Dakota, US",3
765,771,0,3,male,0,0,24.0,Southampton,"Detroit, Michigan, US",3
766,772,0,3,male,0,0,48.0,Southampton,"Portland, Oregon, US",3
767,773,0,2,female,0,0,57.0,Southampton,New York City,2
768,774,0,3,male,0,0,29.0,Cherbourg,New York City,3
769,775,1,2,female,1,3,54.0,Southampton,"Akron, Ohio, US",2
770,776,0,3,male,0,0,18.0,Southampton,"Chicago, Illinois, US",3
771,777,0,3,male,0,0,20.0,Queenstown,New York City,3
772,778,1,3,female,0,0,6.0,Southampton,New York City,3
773,779,0,3,male,0,0,22.0,Queenstown,New York City,3
774,780,1,1,female,0,1,43.0,Southampton,"St Louis, Missouri, US",1
775,781,1,3,female,0,0,15.0,Cherbourg,"Owen Sound, Ontario, Canada",3
776,782,1,1,female,1,0,17.0,Southampton,"Calgary, Alberta, Canada",1
777,783,0,1,male,0,0,29.0,Southampton,"Springfield, Massachusetts, US",1
778,784,0,3,male,1,2,35.0,Southampton,"New London, Connecticut, US",3
779,785,0,3,male,0,0,25.0,Southampton,New York City,3
780,786,0,3,male,0,0,25.0,Southampton,"Montreal, Quebec, Canada",3
781,787,1,3,female,0,0,18.0,Southampton,"Olympia, Washington, US",3
782,788,0,3,male,4,1,8.0,Queenstown,"Spokane, Washington, US",3
783,789,1,3,male,1,2,1.0,Southampton,"Wichita, Kansas, US",3
784,790,0,1,male,0,0,46.0,Cherbourg,"New York, New York, US",1
785,791,0,3,male,0,0,23.0,Queenstown,"Auburndale, Florida, US",3
786,792,0,2,male,0,0,18.0,Southampton,"Montreal, Quebec, Canada",2
787,793,0,3,female,8,2,20.0,Southampton,"Jacksonville, Florida, US",3
788,794,0,1,male,0,0,42.0,Cherbourg,"New York, New York, US",1
789,795,0,3,male,0,0,25.0,Southampton,"Chicago, Illinois, US",3
790,796,0,2,male,0,0,39.0,Southampton,"Middleburg Heights, Ohio, US",2
791,797,1,1,female,0,0,49.0,Southampton,"New York, New York, US",1
792,798,1,3,female,0,0,31.0,Southampton,"Steelton, Pennsylvania, US",3
793,799,0,3,male,0,0,33.0,Cherbourg,New York City,3
794,800,0,3,female,1,1,30.0,Southampton,"Detroit, Michigan, US",3
795,801,0,2,male,0,0,34.0,Southampton,New York City,2
796,802,1,2,female,1,1,31.0,Southampton,"Payette, Idaho, US",2
797,803,1,1,male,1,2,11.0,Southampton,"Bryn Mawr, Pennsylvania, US",1
798,804,1,3,male,0,1,0.42,Cherbourg,"Wilkes Barre, Pennsylvania, US",3
799,805,1,3,male,0,0,27.0,Southampton,"St. Paul, Minnesota, US",3
800,806,0,3,male,0,0,31.0,Southampton,"Duluth, Minnesota, US",3
801,807,0,1,male,0,0,39.0,Belfast,"New York, New York, US",1
802,808,0,3,female,0,0,18.0,Southampton,"Iron Mountain, Michigan, US",3
803,809,0,2,male,0,0,31.0,Southampton,New York City,2
804,810,1,1,female,1,0,32.0,Southampton,"New York, New York, US",1
805,811,0,3,male,0,0,23.0,Southampton,"Albion, Michigan, US",3
806,812,0,3,male,0,0,39.0,Southampton,"Pontiac, Michigan, US",3
807,813,0,2,male,0,0,35.0,Southampton,"Nashua, New Hampshire, US",2
808,814,0,3,female,4,2,6.0,Southampton,"Winnipeg, Manitoba, Canada",3
809,815,0,3,male,0,0,22.0,Southampton,"Des Moines, Iowa, US",3
810,816,0,1,male,0,0,39.0,Southampton,"New York, New York, US",1
811,817,0,3,female,0,0,23.0,Southampton,New York City,3
812,818,0,2,male,1,1,31.0,Cherbourg,"Montreal, Quebec, Canada",2
813,819,0,3,male,0,0,43.0,Southampton,New York City,3
814,820,0,3,male,3,2,11.0,Southampton,"Iron Mountain, Michigan, US",3
815,821,1,1,female,1,1,52.0,Southampton,"Montreal, Quebec, Canada",1
816,822,1,3,male,0,0,29.0,Southampton,"Chicago, Illinois, US",3
817,823,0,1,male,0,0,38.0,Southampton,"New York, New York, US",1
818,824,1,3,female,0,1,29.0,Southampton,"Chicago, Illinois, US",3
819,825,0,3,male,4,1,2.0,Southampton,"Coal Center, Pennsylvania, US",3
820,826,0,3,male,0,0,42.0,Queenstown,"Pittsburgh, Pennsylvania, US",3
821,827,0,3,male,0,0,23.0,Southampton,New York City,3
822,828,1,2,male,0,2,1.0,Cherbourg,"Montreal, Quebec, Canada",2
823,829,1,3,male,0,0,19.0,Queenstown,"Guttenberg, New Jersey, US",3
824,830,1,1,female,0,0,62.0,Southampton,"New York, New York, US",1
825,831,1,3,female,1,0,15.0,Cherbourg,"Wilkes-Barre, Pennsylvania, US",3
826,832,1,2,male,1,1,0.75,Southampton,"Akron, Ohio, US",2
827,833,0,3,male,0,0,30.0,Cherbourg,New York City,3
828,834,0,3,male,0,0,23.0,Southampton,"Bloomington, Indiana, US",3
829,835,0,3,male,0,0,15.0,Southampton,New York City,3
830,836,1,1,female,1,1,39.0,Cherbourg,"Lakewood, New Jersey, US",1
831,837,0,3,male,0,0,21.0,Southampton,"Aurora, Illinois, US",3
832,838,0,3,male,0,0,20.0,Southampton,New York City,3
833,839,1,3,male,0,0,32.0,Southampton,New York City,3
834,840,1,1,male,0,0,28.0,Cherbourg,"New York, New York, US",1
835,841,0,3,male,0,0,19.0,Southampton,"Astoria, Oregon, US",3
836,842,0,2,male,0,0,16.0,Southampton,New York City,2
837,843,1,1,female,0,0,30.0,Southampton,"Bryn Mawr, Pennsylvania, US",1
838,844,0,3,male,0,0,30.0,Cherbourg,"Stamford, Connecticut US",3
839,845,0,3,male,0,0,17.0,Southampton,"Hammond, Indiana, US",3
840,846,0,3,male,0,0,40.0,Southampton,"Cincinnati, Ohio, US",3
841,847,0,3,male,8,2,18.0,Southampton,"Jacksonville, Florida, US",3
842,848,0,3,male,0,0,35.0,Southampton,"Chicago, Illinois, US",3
843,849,0,2,male,0,1,39.0,Southampton,"Chicago, Illinois, US",2
844,850,1,1,female,1,0,40.0,Cherbourg,"New York, New York, US",1
845,851,0,3,male,4,2,4.0,Southampton,"Winnipeg, Manitoba, Canada",3
846,852,0,3,male,0,0,74.0,Southampton,"Effington Rut, South Dakota, US",3
847,853,0,3,female,1,1,7.0,Cherbourg,"Kent, British Columbia, Canada",3
848,854,1,1,female,0,1,16.0,Cherbourg,"Hanover, New Hampshire, US",1
849,855,0,2,female,1,0,45.0,Southampton,New York City,2
850,856,1,3,female,0,1,18.0,Southampton,"Norfolk, Virginia, US",3
851,857,1,1,female,1,1,45.0,Southampton,"Youngstown, Ohio, US",1
852,858,1,1,male,0,0,51.0,Southampton,"Lima, Peru",1
853,859,1,3,female,0,3,24.0,Cherbourg,"Brooklyn, New York, US",3
854,860,0,3,male,0,0,30.0,Cherbourg,New York City,3
855,861,0,3,male,2,0,41.0,Southampton,"Racine, Wisconsin, US",3
856,862,0,2,male,1,0,20.0,Southampton,"Camden, New Jersey, US",2
857,863,1,1,female,0,0,46.0,Southampton,"New York, New York, US",1
858,864,0,3,female,8,2,14.0,Southampton,"Jacksonville, Florida, US",3
859,865,0,2,male,0,0,24.0,Southampton,New York City,2
860,866,1,2,female,0,0,42.0,Southampton,New York City,2
861,867,1,2,female,1,0,27.0,Cherbourg,"Havana, Cuba",2
862,868,0,1,male,0,0,31.0,Southampton,"Trenton, New Jersey, US",1
863,869,0,3,male,0,0,23.0,Southampton,"Detroit, Michigan, US",3
864,870,1,3,male,1,1,4.0,Southampton,"St. Charles, Illinois, US",3
865,871,0,3,male,0,0,26.0,Southampton,"Harrisburg, Pennsylvania, US",3
866,872,1,1,female,1,1,46.0,Southampton,"New York, New York, US",1
867,873,0,1,male,0,0,33.0,Southampton,"New York, New York, US",1
868,874,0,3,male,0,0,46.0,Southampton,"Detroit, Michigan, US",3
869,875,1,2,female,1,0,28.0,Cherbourg,"New York, New York, US",2
870,876,1,3,female,0,0,15.0,Cherbourg,"Brooklyn, New York, US",3
871,877,0,3,male,0,0,19.0,Southampton,"Waukegan, Illinois, US",3
872,878,0,3,male,0,0,19.0,Southampton,"Chicago, Illinois, US",3
873,879,0,3,male,0,0,23.0,Southampton,"Chicago, Illinois, US",3
874,880,1,1,female,0,1,56.0,Cherbourg,"Philadelphia, Pennsylvania, US",1
875,881,1,2,female,0,1,25.0,Southampton,"Deer Lodge, Montana, US",2
876,882,0,3,male,0,0,33.0,Cherbourg,New York City,3
877,883,0,3,female,0,0,22.0,Southampton,"Chicago, Illinois, US",3
878,884,0,2,male,0,0,28.0,Southampton,"Houghton, Michigan, US",2
879,885,0,3,male,0,0,25.0,Southampton,"Buffalo, New York, US",3
880,886,0,3,female,0,5,39.0,Queenstown,"Spokane, Washington, US",3
881,887,0,2,male,0,0,27.0,Southampton,"Worcester, Massachusetts, US",2
882,888,1,1,female,0,0,19.0,Southampton,"Greenwich, Connecticut, US",1
883,889,0,3,female,1,2,7.0,Southampton,"New London, Connecticut, US",3
884,890,1,1,male,0,0,26.0,Cherbourg,"New York, New York, US",1
885,891,0,3,male,0,0,43.0,Queenstown,New York City,3
